,label,message
4420,ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …
418,spam,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
106,ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
4842,ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
4609,ham,We live in the next  &lt;#&gt; mins
4498,ham,Ok
1053,ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished"
1564,ham,Get ready to put on your excellent sub face :)
1978,spam,Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service
2854,ham,I doubt you could handle 5 times per night in any case...
5182,ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*"
4046,ham,If You mean the website. Yes.
582,ham,Ok anyway no need to change with what you said
2280,ham,"Sorry, I'll call later in meeting"
2716,ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!
4245,ham,"Aight, I'm chillin in a friend's room so text me when you're on the way"
574,ham,Waiting for your call.
1678,ham,Lol where do u come up with these ideas?
4016,spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!
3473,ham,"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there."
4082,ham,Hurry home. Soup is DONE!
2936,ham,"Yeah, we got one lined up for us"
968,ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
714,ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you."
1988,ham,No calls..messages..missed calls
5154,ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
2490,ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
844,spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ "
4315,ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
3870,ham,No let me do the math. Your not good at it.
870,spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
2780,ham,Well I might not come then...
3439,ham,Its good to hear from you
4559,ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
5548,ham,Ic. There are a lotta childporn cars then.
2336,ham,Which is weird because I know I had it at one point
257,ham,Mmm so yummy babe ... Nice jolt to the suzy
137,ham,He is there. You call and meet him
4903,spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw
2710,ham,Sorry de i went to shop.
956,ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...
2668,ham,Why de. You looking good only:-)..
3578,ham,Yeah confirmed for you staying at  that weekend
4635,ham,These won't do. Have to move on to morphine
5155,ham,Haven't left yet so probably gonna be here til dinner
3795,ham,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon...."
3288,ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
5476,ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
1728,ham,I went to project centre
5108,ham,Ding me on ya break fassyole! Blacko from londn
1071,ham,"alright, I'll make sure the car is back tonight"
412,ham,Cos i want it to be your thing
5381,ham,Somebody set up a website where you can play hold em using eve online spacebucks
1540,ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?
4008,ham,I'm reaching home in 5 min.
2230,ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons
2161,ham,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.
1376,ham,We're finally ready fyi
3714,ham,If i not meeting ü all rite then i'll go home lor. If ü dun feel like comin it's ok.
4477,ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
4250,ham,Loosu go to hospital. De dont let it careless.
749,ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam
3809,ham,Mm you ask him to come its enough :-)
113,ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
1275,ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
5494,spam,Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper
1075,ham,Aight ill get on fb in a couple minutes
3942,spam,"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!"
4383,ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke
283,ham,Ok. I asked for money how far
421,ham,Yes:)from last week itself i'm taking live call.
4807,ham,Call me when u finish then i come n pick u.
1501,ham,Host-based IDPS for linux systems.
4753,ham,Well boy am I glad G wasted all night at applebees for nothing
1499,ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon"
4438,ham,How come u got nothing to do?
2455,ham,Left dessert. U wan me 2 go suntec look 4 u?
161,ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life
2074,spam,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop"
4235,ham,Now only i reached home. . . I am very tired now. . I will come tomorro
1165,ham,Well. Im computerless. Time to make some oreo truffles
5414,ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due
2486,ham,Lol that's different. I don't go trying to find every real life photo you ever took.
415,spam,100 dating service cal;l 09064012103 box334sk38ch
4482,ham,No..its ful of song lyrics..
5386,ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X
1407,spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU"
3479,ham,I can ask around but there's not a lot in terms of mids up here
511,ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
1238,ham,Is ur paper in e morn or aft tmr?
3306,ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.
882,ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training."
3622,ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
67,spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
908,ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
3457,ham,Ok. I.ll do you right later.
2275,ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip
3976,ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................
2763,ham,ARR birthday today:) i wish him to get more oscar.
5436,ham,Jesus armand really is trying to tell everybody he can find
2125,ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT"
3126,spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+
4697,ham,A guy who gets used but is too dumb to realize it.
5474,ham,Well obviously not because all the people in my cool college life went home ;_;
3925,ham,How? Izzit still raining?
1111,ham,Ok ill tell the company
1548,ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
2384,ham,Your pussy is perfect!
4798,spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
3576,ham,And do you have any one that can teach me how to ship cars.
2028,ham,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
5046,ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
208,ham,"Aight yo, dats straight dogg"
2179,ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday"
398,ham,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
1961,spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18
1954,ham,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................
3556,spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more
1386,ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
1303,ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
2257,ham,"Just checked out, heading out to drop off my stuff now"
1756,ham,Really good:)dhanush rocks once again:)
1735,ham,"I think we're going to finn's now, come"
468,ham,When are you going to ride your bike?
2787,ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
1208,ham,I need you to be in my strong arms...
790,ham,Gud mrng dear hav a nice day
3054,ham,Pls send me the correct name da.
3786,ham,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
1996,ham,Shall i come to get pickle
5122,spam,PRIVATE! Your 2003 Account Statement for 078
994,ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
3324,ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
1124,ham,Good morning princess! How are you?
214,ham,Yup... How ü noe leh...
635,spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062."
1277,ham,Can do lor...
5484,spam,URGENT We are trying to contact you Last weekends draw shows u have won a £1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm
2501,ham,Remember to ask alex about his pizza
868,spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04
5462,spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
1644,ham,U WILL SWITCH YOUR FONE ON DAMMIT!!
3303,ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
3513,ham,Already one guy loving you:-.
3749,ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
3170,ham,"Haven't seen my facebook, huh? Lol!"
2945,spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.
4412,ham,Ya but it cant display internal subs so i gotta extract them
2641,ham,Pandy joined 4w technologies today.he got job..
104,ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston."
5309,ham,What you did in  leave.
4716,ham,S:)8 min to go for lunch:)
3243,ham,Good Morning my Dear........... Have a great &amp; successful day.
4602,spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
1087,ham,I don't think he has spatula hands!
4558,ham,I am in hospital da. . I will return home in evening
1169,ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
4910,ham,Will do. Have a good day
480,ham,When're you guys getting back? G said you were thinking about not staying for mcr
3389,ham,Same as kallis dismissial in 2nd test:-).
346,ham,Gudnite....tc...practice going on
5163,ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!
2477,ham,i dnt wnt to tlk wid u
3748,ham,Ü neva tell me how i noe... I'm not at home in da aft wat... 
4294,ham,You best watch what you say cause I get drunk as a motherfucker
4726,ham,"There'll be a minor shindig at my place later tonight, you interested?"
654,ham,Fine i miss you very much.
3078,ham,There is no sense in my foot and penis.
4063,ham,Hi dear we saw dear. We both are happy. Where you my battery is low
4124,ham,"Cool, want me to go to kappa or should I meet you outside mu"
5500,ham,Why did I wake up on my own &gt;:(
4877,spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
1955,ham,Good night. Am going to sleep.
5254,ham,You do your studies alone without anyones help. If you cant no need to study.
273,spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
3982,ham,Huh i cant thk of more oredi how many pages do we have?
4961,ham,I want  &lt;#&gt;  rs da:)do you have it?
1503,ham,Don no da:)whats you plan?
4156,spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery
2514,spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
4458,ham,Aight should I just plan to come up later tonight?
3882,ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
1676,ham,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside.."""
1690,ham,Bring tat cd don forget
5460,ham,"Sorry, I'll call later"
4893,ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
4454,ham,Or I guess  &lt;#&gt;  min
3109,ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
2882,ham,Printer is cool. I mean groovy. Wine is groovying
1625,spam,500 free text msgs. Just text ok to 80488 and we'll credit your account
3628,ham,Still chance there. If you search hard you will get it..let have a try :)
2988,ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
1444,spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.
5515,ham,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave
3588,ham,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
3351,ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
1245,ham,Now? I'm going out 4 dinner soon..
5235,ham,Hey what how about your project. Started aha da.
2346,ham,"Hi this is yijue, can i meet u at 11 tmr?"
4803,ham,Reverse is cheating. That is not mathematics.
2655,ham,Its sarcasm.. .nt scarcasim
1944,ham,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(
1464,ham,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...
855,ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.
3528,ham,Should i send you naughty pix? :)
2830,spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
1228,ham,So ü'll be submitting da project tmr rite?
1989,ham,"Sorry, I'll call later"
2355,ham,R we going with the  &lt;#&gt;  bus?
2673,ham,Super msg da:)nalla timing.
1484,ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
1125,ham,Aiyar sorry lor forgot 2 tell u...
202,ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx
3641,ham,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes
5028,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
4590,ham,Have you not finished work yet or something?
324,ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week
3825,ham,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you
3224,ham,Well that must be a pain to catch
5561,ham,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit
5449,ham,So that takes away some money worries
1108,ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
3616,ham,I enjoy watching and playing football and basketball. Anything outdoors. And you?
1846,ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
440,ham,But i have to. I like to have love and arrange.
1041,ham,Today am going to college so am not able to atten the class.
4550,ham,"Haha, my friend tyler literally just asked if you could get him a dubsack"
124,ham,I am going to sao mu today. Will be done only at 12 
4926,ham,Ok... Let u noe when i leave my house.
3063,ham,Fine. Do you remember me.
5279,ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ..."
2835,ham,U sick still can go shopping?
4605,ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!
2919,ham,Thanks chikku..:-) gud nyt:-*
4964,ham,I want to see your pretty pussy...
1393,ham,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch..."
4626,ham,I'm on the bus. Love you
2299,ham,Dont pick up d call when something important is There to tell. Hrishi
3234,ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
2367,spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
3395,ham,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
3215,ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
2119,spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
1860,ham,What's up. Do you want me to come online?
763,spam,Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF
4423,ham,MMM ... Fuck .... Merry Christmas to me
4026,ham, &lt;#&gt;  in mca. But not conform.
1747,ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.
4262,ham,Pls dont forget to study
3904,ham,Waiting in e car 4 my mum lor. U leh? Reach home already?
3380,ham,Dear umma she called me now :-)
4304,ham,Yup i'm free...
116,ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
4886,ham,Poor girl can't go one day lmao
1640,spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
1400,ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
3905,spam,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05
1587,ham,There are no other charges after transfer charges and you can withdraw anyhow you like
1136,ham,K do I need a login or anything
2646,ham,"Sorry, I'll call later"
1157,ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee
3268,ham,Ok then i come n pick u at engin?
1933,ham,Jus finished avatar nigro
859,ham,Spoons it is then okay?
2308,spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
4941,ham,Ü go home liao? Ask dad to pick me up at 6...
3608,ham,I have no idea where you are
4799,ham,Just come home. I don't want u to be miserable
1563,ham,Dude just saw a parked car with its sunroof popped up. Sux
213,ham,K:)k:)good:)study well.
3734,ham,Old Orchard near univ. How about you?
919,ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? 
5031,ham,Is there coming friday is leave for pongal?do you get any news from your work place.
3808,ham,Pls dont restrict her from eating anythin she likes for the next two days.
1466,spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
1468,ham,I wont touch you with out your permission.
4577,spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
3694,ham,I was about to do it when i texted. I finished a long time ago and showered and er'ything!
2912,ham,"Sorry,in meeting I'll call later"
3043,ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
3048,ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! "
1096,ham,Ryder unsold.now gibbs.
1926,ham,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.
5110,ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
2252,ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?
4950,ham,I am in bus on the way to calicut
673,spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16
3729,ham,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.
3385,spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
2760,ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee..."
4068,spam,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 "
738,spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
4741,ham,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh"""
4332,ham,Nope i'll come online now..
4967,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
5274,ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!"
5221,ham,Pls she needs to dat slowly or she will vomit more.
2851,ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.
716,ham,When i have stuff to sell i.ll tell you
2518,ham,"Sorry, I'll call later"
21,ham,I‘m going to try for 2 months ha ha only joking
4942,ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?
277,ham,Tell rob to mack his gf in the theater
2694,ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?
1293,ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
1181,ham,I'm in chennai velachery:)
4499,spam,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+"
2706,ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
669,ham,Have a good evening! Ttyl
3629,ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
1302,ham,I tot u reach liao. He said t-shirt.
4253,ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must."
5261,ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.
1350,spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
5321,ham,Kothi print out marandratha.
1362,ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?
3065,ham,Ok. How many should i buy.
788,spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS)
2613,ham,Yes. It's all innocent fun. O:-)
4254,ham,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...
634,ham,Got it. Seventeen pounds for seven hundred ml – hope ok.
19,spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+"
4358,ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
26,ham,Lol your always so convincing.
3294,ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
3504,ham,Free any day but i finish at 6 on mon n thurs...
1113,ham,So that means you still think of teju
3437,ham,If india win or level series means this is record:)
3617,ham,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb"
1024,ham,May i call You later Pls
1532,ham,Oh dang! I didn't mean o send that to you! Lol!
3963,spam,"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo"
1072,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only
326,ham,No calls..messages..missed calls
5187,ham,I just cooked a rather nice salmon a la you
789,spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870."
3107,ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
828,ham,Hey. You got any mail?
4862,ham,Nokia phone is lovly..
1259,ham,Honey boo I'm missing u.
46,ham,Didn't you get hep b immunisation in nigeria.
3815,ham,Can. Dunno wat to get 4 her...
2757,ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.
135,spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
1877,ham,Watching tv now. I got new job :)
45,ham,No calls..messages..missed calls
3774,ham,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.
5171,ham,Now i'm going for lunch.
3331,ham,Send me yetty's number pls.
5450,ham,"aight we can pick some up, you open before tonight?"
